id,title,funding_organization,maximum_monetary_value,desired_amount,application_date,deadline,status
GR-M743081-OW8,"Multi-tiered value-added middleware","Owen and Sons Institute",99039.63,73143.30,2022-10-28,2025-03-25,Denied
GR-M746300-JI8,"Managed maximized info-mediaries","Jimenez, Gordon and Sanchez Fund",47312.14,40541.71,2022-11-08,2024-12-30,Pending
GR-M748087-WA8,"Monitored analyzing forecast","Watson, Curtis and Conrad Foundation",43070.32,37868.87,2023-04-08,2024-11-22,Approved
GR-M751825-CO2,"Multi-layered content-based Graphic Interface","Cole, Webster and Roberts Fund",68342.72,52772.78,2023-07-22,2024-05-08,Pending
GR-M752986-HA9,"Multi-lateral analyzing adapter","Hayes-Acevedo Foundation",89432.56,78000.67,2022-10-29,2025-02-17,Pending
GR-M753669-NO7,"Multi-tiered reciprocal approach","Norris and Sons Council",65967.46,47129.89,2022-11-07,2024-08-19,Pending
GR-M756268-KE8,"Managed zero tolerance moderator","Kelley Group Foundation",59443.39,45226.69,2024-01-18,2025-01-18,Pending
GR-M761685-CA5,"Multi-lateral human-resource productivity","Carroll-Snyder Foundation",29575.98,15135.34,2023-02-05,2024-12-15,Denied
GR-M784851-PE9,"Multi-layered scalable toolset","Peterson, Miles and Gonzalez Fund",67621.64,44031.53,2022-10-09,2024-10-31,Approved
GR-M791157-FR8,"Multi-channeled static knowledgebase","Francis, Nash and Cruz Trust",18067.69,12562.74,2023-01-08,2024-07-16,Pending
GR-M803183-BR1,"Mandatory dedicated firmware","Brown-Walter Federation",60186.65,46711.81,2022-08-01,2024-05-08,Approved
GR-M808341-SM9,"Multi-lateral asymmetric definition","Smith, Jennings and Knight Council",10630.28,7762.60,2022-03-29,2025-02-18,Denied
GR-M813073-MI1,"Managed national algorithm","Miller Ltd Institute",10573.49,6177.36,2022-07-31,2024-09-09,Approved
GR-M822024-GI0,"Monitored zero administration model","Giles and Sons Institute",88915.37,58744.83,2022-07-30,2024-09-06,Pending
GR-M828116-DA0,"Multi-channeled systematic adapter","Dalton Group Institute",96437.06,62777.62,2022-04-10,2024-05-19,Pending
GR-M834279-KE5,"Multi-layered client-driven system engine","Kennedy-Velasquez Federation",28556.85,21142.55,2022-07-15,2024-07-25,Approved
GR-M837215-DA3,"Multi-lateral homogeneous access","Dalton-Gomez Endowment",46939.89,31422.79,2022-04-23,2024-04-16,Pending
GR-M841550-GI9,"Multi-layered heuristic Graphical User Interface","Gibson-Fields Fund",18794.14,12563.82,2023-06-09,2024-05-20,Denied
GR-M851455-MO6,"Multi-lateral eco-centric model","Morris-Flores Foundation",80820.93,53456.00,2022-07-26,2024-08-27,Denied
GR-M852305-TR7,"Multi-lateral demand-driven encoding","Tran Ltd Endowment",45817.63,33867.02,2023-04-27,2024-07-09,Denied
GR-M854734-ME7,"Multi-channeled hybrid Graphical User Interface","Mercado-Lopez Trust",36496.47,30498.04,2023-07-07,2025-01-25,Pending
GR-M862026-MC6,"Monitored motivating frame","Mcgee Ltd Federation",66801.60,51975.05,2023-09-16,2024-07-05,Approved
GR-M867421-ME9,"Multi-lateral explicit encryption","Melendez, Young and Wallace Endowment",36685.16,25028.19,2022-05-19,2024-10-06,Denied
GR-M899404-MO8,"Multi-tiered heuristic synergy","Moore-Davis Fund",30172.50,25114.89,2022-05-08,2025-01-25,Denied
GR-M909543-MA4,"Multi-lateral content-based info-mediaries","Macdonald LLC Trust",31464.17,19732.34,2022-09-24,2025-03-13,Approved
GR-M920859-WI8,"Multi-channeled high-level time-frame","Wilson PLC Fund",40648.99,26696.54,2022-08-18,2024-10-28,Pending
GR-M921991-ZU8,"Monitored multi-tasking capability","Zuniga Ltd Trust",28776.08,20782.49,2023-02-18,2025-03-08,Approved
GR-M923948-BR9,"Multi-layered bottom-line utilization","Brown LLC Institute",81033.49,72865.64,2023-05-19,2024-07-03,Denied
GR-M924327-MU9,"Multi-tiered 4thgeneration task-force","Mullins, Bartlett and Scott Institute",35598.53,20920.01,2023-09-09,2024-11-09,Pending
GR-M939073-PA4,"Multi-channeled system-worthy circuit","Pacheco, Lane and Mendoza Foundation",77270.26,61748.90,2023-05-24,2025-03-22,Denied
GR-M946340-TH7,"Monitored upward-trending task-force","Thomas-Chambers Fund",17498.42,14038.90,2023-01-17,2024-06-30,Approved
GR-M947646-WE6,"Multi-layered 5thgeneration complexity","Webb-Parker Trust",95723.68,75943.93,2023-08-26,2024-04-25,Denied
GR-M970862-PA7,"Multi-lateral foreground ability","Patterson-Wiggins Institute",42935.78,36204.63,2022-05-07,2024-08-27,Pending
GR-M972713-ST9,"Multi-layered client-driven functionalities","Stephenson-Jones Fund",15757.89,8594.15,2022-04-09,2024-07-11,Pending
GR-M975949-PE7,"Multi-layered intangible attitude","Pearson, Bishop and Cruz Endowment",48687.90,43212.35,2022-05-07,2024-09-18,Pending
GR-M978164-DE2,"Monitored contextually-based matrices","Delgado-Barnes Council",10447.89,8402.96,2022-11-02,2025-02-03,Pending
GR-M982073-DI0,"Managed solution-oriented project","Diaz-Ramos Federation",92642.79,73151.43,2023-03-20,2024-10-02,Pending
GR-M984294-DR9,"Multi-layered needs-based flexibility","Drake-Bullock Foundation",37940.66,29306.55,2023-04-29,2024-08-15,Approved
GR-M987913-CH2,"Monitored zero tolerance process improvement","Chavez-Mendoza Foundation",50250.38,31063.10,2022-05-12,2024-12-27,Approved
GR-M990698-PR6,"Monitored mobile concept","Price LLC Trust",40917.28,25187.24,2022-08-06,2024-03-28,Approved
GR-M995340-FI9,"Multi-channeled tangible matrix","Figueroa, Green and Dyer Foundation",89988.97,45370.29,2022-12-29,2024-04-13,Approved
GR-N121026-FL1,"Networked real-time framework","Floyd and Sons Trust",60729.84,48753.29,2022-10-31,2024-05-12,Denied
GR-N217044-SC2,"Networked didactic ability","Schneider, Kim and Chavez Endowment",15493.90,11819.22,2023-01-02,2024-06-01,Denied
GR-N225102-ME9,"Networked 6thgeneration array","Merritt PLC Council",94074.29,57299.87,2023-07-19,2024-09-27,Pending
GR-N233791-TH4,"Networked web-enabled process improvement","Thompson, Robinson and Woodard Fund",25361.86,19242.88,2024-01-04,2025-03-10,Pending
GR-N273520-FO7,"Networked clear-thinking Graphical User Interface","Fowler, Howell and Moran Endowment",80552.94,70436.66,2023-04-27,2024-10-11,Denied
GR-N279169-DA4,"Networked uniform architecture","Davis LLC Fund",66344.61,39952.22,2022-04-04,2024-11-02,Approved
GR-N311092-BE3,"Networked 24/7 productivity","Bell-Garcia Council",14228.49,7509.80,2023-01-03,2025-03-16,Approved
GR-N330539-BR7,"Networked methodical alliance","Brown-Clements Trust",29172.31,15770.47,2023-01-27,2024-06-30,Pending
GR-N342731-DA9,"Networked intangible leverage","Davis-Rodgers Foundation",83590.50,45539.06,2022-04-19,2024-05-07,Pending
GR-N355486-MA3,"Networked bi-directional moderator","Martin, Gould and Cook Trust",67416.07,47059.52,2023-09-13,2024-04-29,Denied
GR-N472338-ME4,"Networked attitude-oriented migration","Meyers Ltd Fund",12666.33,7763.15,2024-01-24,2024-11-26,Approved
GR-N474134-CL3,"Networked even-keeled projection","Clark Ltd Endowment",36073.11,19324.87,2023-02-13,2024-03-29,Approved
GR-N490366-TA7,"Networked 6thgeneration approach","Taylor Group Endowment",73805.51,50687.00,2023-09-07,2024-12-27,Denied
GR-N522175-CA1,"Networked coherent budgetary management","Cantrell Ltd Endowment",36600.85,18930.66,2023-03-31,2025-01-31,Denied
GR-N549163-WA3,"Networked composite strategy","Walker and Sons Endowment",96557.39,72695.44,2022-04-23,2024-11-30,Approved
GR-N613763-PO7,"Networked tangible task-force","Potter LLC Foundation",72095.13,36496.22,2023-11-07,2024-11-24,Approved
GR-N650503-TH9,"Networked incremental concept","Thompson, Cooke and King Fund",51158.38,30736.51,2023-02-19,2024-09-22,Denied
GR-N744845-AN6,"Networked high-level conglomeration","Andrews, Clay and Williams Endowment",63840.39,49706.58,2022-09-06,2024-04-08,Approved
GR-N757996-TA1,"Networked scalable portal","Taylor Group Foundation",22056.84,13595.72,2022-06-01,2025-03-11,Denied
GR-N767233-MI0,"Networked web-enabled task-force","Miller-Sweeney Endowment",74003.41,64146.66,2023-03-20,2024-08-10,Pending
GR-N849202-CO5,"Networked 3rdgeneration application","Cooper, Vega and Woodward Federation",87199.42,50806.59,2023-11-15,2025-02-21,Denied
GR-N908337-CH2,"Networked object-oriented emulation","Chavez-Duncan Federation",81744.77,54351.38,2024-02-22,2024-04-22,Pending
GR-N912190-WI9,"Networked value-added moratorium","Williams LLC Endowment",66945.49,59155.83,2022-12-29,2024-10-24,Approved
GR-N929959-PO8,"Networked asynchronous data-warehouse","Porter Inc Institute",86197.68,67597.56,2023-01-08,2025-03-02,Denied
GR-N945477-CO7,"Networked fresh-thinking forecast","Copeland Group Institute",79844.91,43881.01,2023-10-17,2024-05-19,Approved
GR-N969798-SI6,"Networked regional task-force","Singh, Turner and Gomez Fund",90251.35,54753.06,2022-11-16,2024-12-03,Approved
GR-N972995-ST1,"Networked 6thgeneration extranet","Stevens, Lewis and Reyes Institute",39652.48,28445.14,2023-12-11,2024-05-06,Denied
GR-O112974-OW1,"Open-source real-time task-force","Owen and Sons Federation",50608.30,39816.98,2022-12-31,2024-06-17,Approved
GR-O123162-HO4,"Operative reciprocal contingency","Holmes, Lewis and Ross Endowment",51936.50,39262.75,2024-02-04,2025-02-25,Denied
GR-O137115-LE4,"Operative systematic array","Lewis-Cardenas Trust",62285.41,43113.18,2022-11-14,2024-09-24,Pending
GR-O146328-MO2,"Object-based discrete superstructure","Morris, Kim and Mcfarland Institute",60613.94,50219.46,2023-10-02,2024-05-09,Approved
GR-O147267-LE5,"Optimized dedicated contingency","Leach-Tucker Foundation",23836.52,20801.71,2022-04-15,2024-05-28,Pending
GR-O150003-RE8,"Object-based scalable encryption","Reynolds-Fritz Council",67516.62,49531.21,2022-09-08,2024-08-02,Denied
GR-O155239-BA3,"Open-source demand-driven matrix","Baxter, Allen and Koch Federation",88361.63,60080.41,2024-02-13,2024-12-16,Approved
GR-O155815-RH3,"Organic interactive pricing structure","Rhodes Ltd Institute",35208.54,25453.29,2023-10-13,2025-02-21,Pending
GR-O156882-SM9,"Object-based grid-enabled Internet solution","Small-Roberts Institute",76487.90,64870.79,2023-06-09,2025-02-24,Pending
GR-O160256-HA1,"Operative 24hour groupware","Harrison-Scott Federation",47232.35,39110.25,2023-02-01,2024-07-05,Denied
GR-O167841-EV5,"Operative uniform structure","Evans Ltd Federation",26862.97,21397.25,2022-09-15,2025-03-26,Approved
GR-O170962-TH8,"Organic analyzing artificial intelligence","Thompson-Wheeler Institute",88464.47,50215.08,2022-04-28,2025-03-23,Approved
GR-O171371-DO0,"Organized regional moderator","Douglas, Price and Weiss Endowment",29973.27,18660.93,2023-08-10,2025-01-13,Pending
GR-O180468-SH1,"Operative contextually-based time-frame","Shepherd-Simmons Council",36990.05,19626.88,2022-12-01,2024-10-10,Approved
GR-O184463-CA0,"Operative next generation alliance","Cain, Obrien and Cooper Institute",89420.91,47939.06,2023-12-30,2024-12-04,Approved
GR-O190752-BA9,"Open-architected uniform throughput","Baldwin Inc Institute",88710.03,53478.27,2023-08-19,2024-08-30,Pending
GR-O199318-FE1,"Open-source 6thgeneration knowledgebase","Ferrell, Rivers and Meyers Institute",31722.29,16666.68,2022-09-11,2025-02-25,Denied
GR-O200653-CR6,"Optional human-resource customer loyalty","Crawford-Phelps Council",37438.55,31174.42,2024-03-06,2024-07-06,Denied
GR-O202262-TH9,"Optimized exuding budgetary management","Thomas PLC Endowment",88145.30,58688.02,2023-04-19,2025-03-18,Denied
GR-O206041-FR6,"Open-source even-keeled alliance","Frazier-Stephens Foundation",54670.93,28120.47,2023-11-16,2024-04-06,Pending
GR-O211230-WA8,"Optional disintermediate Graphical User Interface","Warren-Keller Institute",51129.64,34542.12,2022-03-28,2025-01-08,Denied
GR-O211976-MA9,"Operative global forecast","Martinez, Williams and Duffy Council",22494.90,17203.55,2023-11-19,2024-09-25,Approved
GR-O213210-LO0,"Organic user-facing firmware","Lowery LLC Institute",59741.64,43668.32,2023-08-10,2024-10-22,Denied
GR-O224022-SM2,"Object-based bottom-line model","Smith LLC Institute",48360.92,25573.82,2022-08-02,2024-06-27,Approved
GR-O236130-WI3,"Optional logistical attitude","Williams Group Foundation",45708.29,24169.34,2023-11-03,2024-07-28,Denied
GR-O237170-RI1,"Open-architected multimedia ability","Rivera, Combs and Clark Fund",47809.46,31324.27,2022-04-11,2024-12-05,Pending
GR-O251030-CR2,"Open-architected motivating superstructure","Crosby-Parker Institute",56372.68,36018.08,2023-10-02,2024-08-19,Approved
GR-O252307-MO9,"Object-based encompassing circuit","Morrow, Lopez and Harris Endowment",65936.34,43184.31,2022-11-09,2025-02-14,Approved
GR-O270206-SH0,"Organized 5thgeneration pricing structure","Shaw Inc Endowment",67407.70,58578.05,2023-02-20,2024-05-16,Approved
GR-O282725-HA8,"Optimized directional matrices","Hammond, Watkins and Robinson Fund",44241.21,25841.89,2022-07-08,2025-03-12,Denied
GR-O289898-CH4,"Organic reciprocal instruction set","Chen-Robinson Institute",45512.02,26862.45,2022-06-04,2024-08-18,Denied
GR-O294175-DA4,"Organized analyzing knowledge user","Davis LLC Council",69199.87,51938.27,2022-06-14,2024-10-04,Approved
GR-O296206-PR7,"Open-architected intermediate capability","Pratt Inc Endowment",75343.02,65561.97,2022-06-07,2025-01-23,Approved
GR-O300010-SA1,"Open-source global help-desk","Salazar-Smith Endowment",11707.24,7737.20,2023-09-11,2025-01-21,Pending
GR-O300051-PE7,"Organized exuding toolset","Perez and Sons Foundation",58557.87,30000.66,2023-10-27,2025-03-22,Pending
GR-O308665-MO9,"Organic contextually-based conglomeration","Moore and Sons Trust",59077.12,43123.53,2022-04-19,2025-03-10,Pending
GR-O313742-ED9,"Optional next generation moderator","Edwards, Vasquez and Allen Foundation",98516.51,52216.14,2022-05-09,2025-02-27,Approved
GR-O322177-WO8,"Open-architected heuristic monitoring","Wolfe-Mills Institute",98878.79,49517.99,2022-10-08,2024-06-17,Denied
GR-O325797-RE0,"Open-source optimizing neural-net","Reed-Weber Institute",28111.89,19304.30,2023-06-10,2024-04-15,Approved
GR-O329764-AN3,"Operative non-volatile superstructure","Anthony-Oneal Foundation",78800.05,44490.80,2022-05-13,2024-06-15,Approved
GR-O331844-FO4,"Operative hybrid website","Ford-Kim Fund",57555.97,31695.32,2023-08-04,2025-02-24,Denied
GR-O337300-TA9,"Open-source maximized policy","Taylor Group Endowment",20977.43,15079.25,2023-02-19,2025-03-26,Pending
GR-O337697-AL7,"Open-architected user-facing protocol","Alexander Inc Trust",54955.26,41808.36,2023-12-17,2024-10-11,Approved
GR-O355627-BL6,"Optional non-volatile interface","Blanchard and Sons Fund",19384.19,12717.13,2022-06-16,2024-09-01,Pending
GR-O358432-SA3,"Optimized even-keeled service-desk","Salazar Inc Trust",86454.84,49109.53,2022-11-13,2024-08-02,Pending
GR-O359281-SU3,"Object-based cohesive function","Sutton, Conner and Ross Institute",12885.69,8570.79,2022-08-13,2025-01-05,Approved
GR-O361965-PH4,"Open-source even-keeled database","Phelps, Townsend and Wright Foundation",84782.04,52657.11,2023-06-24,2025-01-18,Approved
GR-O367791-BE6,"Open-source client-driven interface","Berry, Wilson and White Foundation",50032.03,33871.51,2022-10-26,2024-08-14,Pending
GR-O375194-PR1,"Open-source static policy","Price, Watts and Hubbard Endowment",53168.47,41857.93,2023-09-21,2025-01-09,Denied
GR-O379126-WO1,"Object-based discrete encryption","Wood LLC Endowment",26820.22,20357.02,2022-10-01,2024-05-16,Approved
GR-O386774-PO9,"Object-based bifurcated Internet solution","Pope, Howard and Nelson Foundation",71873.18,48850.10,2022-03-29,2024-10-10,Pending
GR-O402580-BR2,"Optional systematic hardware","Brady, Harris and Spencer Endowment",68170.10,38933.99,2022-11-22,2024-11-08,Pending
GR-O405371-FE9,"Optimized tertiary complexity","Ferrell-Padilla Trust",63364.67,33081.04,2023-10-29,2024-07-20,Denied
GR-O411178-PA8,"Organized exuding instruction set","Parks, Campbell and Hutchinson Council",38575.63,19358.39,2023-03-28,2024-08-20,Pending
GR-O413423-PA2,"Object-based contextually-based access","Pace, Webb and Gay Federation",78250.11,55420.34,2023-07-12,2024-12-08,Approved
GR-O414340-OL7,"Optimized methodical portal","Oliver, Gonzalez and Oconnor Endowment",42366.28,37638.33,2023-11-17,2024-10-12,Approved
GR-O419861-SC8,"Optimized bottom-line encoding","Scott, Ortiz and Curtis Fund",20172.10,14251.82,2022-12-08,2024-08-31,Pending
GR-O425109-FR7,"Organic context-sensitive encryption","Frederick-Martinez Institute",12501.84,8687.02,2022-11-27,2024-12-12,Denied
GR-O447980-HE5,"Object-based impactful hardware","Hernandez-Tran Federation",59624.06,46853.06,2023-04-05,2024-12-14,Pending
GR-O466367-FO5,"Optional intangible definition","Fox-Mcclure Endowment",27615.27,20735.02,2023-11-05,2024-07-23,Approved
GR-O472340-LE9,"Open-source mission-critical infrastructure","Lester-Joyce Endowment",28527.80,14712.42,2023-11-09,2024-11-09,Approved
GR-O483193-CR7,"Open-source upward-trending initiative","Cruz and Sons Institute",96680.02,55711.31,2022-06-17,2024-12-30,Pending
GR-O487733-YO6,"Operative stable ability","Young-Horton Endowment",55976.32,36938.14,2023-03-16,2024-05-20,Pending
GR-O512350-DA9,"Organic cohesive methodology","Davis, Evans and Hensley Institute",34673.33,20984.42,2023-01-19,2024-04-15,Pending
GR-O514162-LU0,"Optimized system-worthy installation","Luna, Kane and Jones Endowment",64409.79,37531.55,2023-08-20,2024-12-12,Denied
GR-O525906-GO3,"Organic fault-tolerant encoding","Gomez-Berry Institute",86191.74,74038.03,2022-09-03,2024-06-26,Pending
GR-O526044-DA1,"Open-architected multi-state open system","Davis, Carpenter and Brewer Foundation",13551.42,11513.86,2023-07-01,2024-06-08,Pending
GR-O532585-GA9,"Optimized system-worthy support","Garcia-Cline Foundation",60140.77,40700.33,2023-03-19,2024-11-21,Denied
GR-O541372-WI7,"Operative real-time project","Williams, Hill and Stokes Fund",90190.71,57120.83,2023-09-17,2024-10-19,Pending
GR-O546692-ST3,"Optional systematic application","Stokes PLC Endowment",52680.60,33745.77,2023-09-13,2024-12-06,Denied
GR-O576089-OW5,"Organized didactic instruction set","Owens, Tyler and Dalton Foundation",50628.48,29314.69,2023-07-05,2024-06-27,Approved
GR-O586194-HO8,"Object-based directional software","Hogan, Erickson and Richardson Fund",75626.96,40683.77,2024-02-08,2025-01-04,Approved
GR-O604280-PE3,"Operative multi-state capacity","Peterson, Scott and Thomas Trust",19263.38,13535.76,2023-12-03,2025-01-29,Pending
GR-O607891-SC5,"Object-based modular initiative","Schwartz, Hernandez and Harris Foundation",78981.71,64336.74,2022-10-15,2024-12-21,Denied
GR-O611348-WO3,"Open-source well-modulated collaboration","Wong, Newman and Morrow Fund",92293.42,77684.95,2023-05-03,2024-12-11,Approved
GR-O611536-AL0,"Open-architected zero tolerance alliance","Allen, Shaw and Davis Endowment",56432.40,47474.08,2023-09-10,2024-04-17,Pending
GR-O618342-GR3,"Optional optimal challenge","Graham, Perry and Matthews Foundation",83921.11,43602.50,2022-04-03,2024-11-23,Pending
GR-O618642-EN1,"Optional composite task-force","English, Alvarado and Fox Foundation",77383.49,50601.77,2023-09-11,2024-05-01,Denied
GR-O624537-JO2,"Operative zero-defect forecast","Jones Ltd Council",97870.78,68941.48,2024-02-12,2024-06-04,Pending
GR-O625002-DA6,"Open-architected multi-state toolset","Davis-Parks Fund",65324.18,48395.42,2022-06-26,2024-09-05,Denied
GR-O632782-JO8,"Organized needs-based structure","Jones Group Council",30364.74,16815.41,2022-07-08,2025-01-08,Approved
GR-O636717-LE6,"Organic directional moratorium","Lewis Group Trust",67264.22,51386.52,2022-06-06,2024-07-15,Approved
GR-O640134-GO4,"Object-based demand-driven core","Gordon Inc Endowment",80301.32,55116.42,2023-09-14,2024-09-04,Approved
GR-O645232-NO8,"Open-architected solution-oriented adapter","Norton, Vasquez and Mathis Foundation",80245.66,64344.69,2023-06-18,2024-08-10,Denied
GR-O653524-MC2,"Organized composite Graphical User Interface","Mcneil LLC Endowment",97984.63,51875.19,2022-09-02,2024-08-09,Denied
GR-O656431-CA1,"Object-based cohesive product","Carter LLC Council",63820.93,47931.92,2022-10-01,2024-04-26,Approved
GR-O656839-BR8,"Object-based real-time superstructure","Bradford and Sons Institute",96466.92,78684.93,2022-10-28,2025-02-09,Pending
GR-O657767-HU6,"Open-architected web-enabled portal","Hughes, Williams and Jones Institute",92070.92,57687.18,2022-05-26,2025-01-20,Pending
GR-O657944-FR7,"Open-source asymmetric approach","Frazier-Rojas Endowment",76886.05,62311.94,2022-09-27,2024-05-23,Denied
GR-O666826-WO1,"Open-architected multi-state frame","Wood-Clark Trust",16777.08,8712.45,2022-06-11,2024-12-31,Pending
GR-O672914-LA8,"Open-source foreground algorithm","Lane-Lane Council",79156.43,56194.02,2023-05-28,2024-04-29,Approved
GR-O673587-LE4,"Organic fresh-thinking installation","Lee Group Council",19830.68,14410.86,2023-05-24,2024-03-31,Approved
GR-O675033-DE1,"Optimized 4thgeneration adapter","Delgado, Harris and Torres Federation",62226.34,53075.83,2023-06-11,2024-09-19,Approved
GR-O686493-DA0,"Optimized hybrid definition","Davis and Sons Institute",33459.58,16842.62,2023-09-30,2024-09-19,Pending
GR-O689177-WI4,"Open-source 3rdgeneration matrix","Wilkerson, Castillo and Foster Endowment",33928.65,17524.29,2023-12-04,2024-04-17,Approved
GR-O691052-PA2,"Open-source bifurcated approach","Paul, Smith and Williams Trust",34240.73,29907.78,2022-12-12,2025-01-04,Approved
GR-O699267-WA1,"Open-source well-modulated groupware","Wagner, Carey and Copeland Foundation",51209.30,26504.28,2022-12-01,2024-08-30,Approved
GR-O705248-SM1,"Organized asymmetric Graphic Interface","Smith-Thomas Council",61516.68,49283.28,2023-11-01,2024-09-26,Approved
GR-O711142-AD7,"Organic optimal emulation","Adams Group Federation",64752.24,54044.90,2023-12-27,2024-07-30,Denied
GR-O721945-LA6,"Open-architected object-oriented artificial intelligence","Lane-Becker Fund",85830.69,55473.56,2023-02-16,2024-10-03,Pending
GR-O730322-TA5,"Optimized leadingedge project","Taylor LLC Federation",63633.70,53136.87,2022-08-15,2025-03-06,Approved
GR-O732907-WR4,"Optimized static policy","Wright-Hammond Foundation",27538.75,19416.65,2023-11-24,2024-08-09,Approved
GR-O734994-WA9,"Operative analyzing time-frame","Ward and Sons Endowment",60345.40,40635.45,2024-03-19,2024-10-23,Approved
GR-O741356-JO1,"Open-architected disintermediate circuit","Johnson, Phillips and Rubio Council",57348.92,41377.29,2022-12-21,2024-09-28,Approved
GR-O745964-SW9,"Operative logistical software","Swanson-Thomas Institute",73392.95,42682.51,2023-05-29,2025-01-13,Approved
GR-O757104-DO2,"Open-source discrete challenge","Dorsey-Warren Council",17853.50,13352.06,2022-10-02,2024-05-07,Denied
GR-O761936-CL2,"Optimized value-added initiative","Clark, Taylor and Frazier Institute",57533.26,40202.22,2022-10-22,2024-11-01,Approved
GR-O772702-ST8,"Operative zero tolerance help-desk","Strong-Fowler Council",94319.06,71729.64,2023-05-28,2025-01-06,Pending
GR-O777099-AC5,"Open-architected demand-driven neural-net","Acosta-York Institute",23954.70,15631.45,2022-12-05,2024-08-16,Denied
GR-O788414-HO2,"Open-architected composite task-force","Howard-Fleming Endowment",88419.95,68048.36,2023-03-22,2025-01-23,Approved
GR-O789212-CA0,"Optimized object-oriented customer loyalty","Cameron, Ibarra and Mercado Federation",19860.68,12197.84,2022-11-30,2025-03-16,Denied
GR-O792385-CR4,"Organic exuding functionalities","Cross-Russell Council",38514.53,33833.82,2022-06-14,2024-09-08,Denied
GR-O795690-DE0,"Optimized object-oriented portal","Dean-Norman Trust",95121.92,48692.39,2024-03-10,2024-05-25,Approved
GR-O799168-ES8,"Object-based local support","Estrada Inc Trust",75666.98,65658.71,2023-12-18,2024-12-12,Denied
GR-O809231-BR5,"Optional neutral artificial intelligence","Brown, Johnson and Ellis Council",24916.07,18193.18,2023-07-05,2024-08-24,Pending
GR-O817950-ST5,"Object-based impactful implementation","Stephenson LLC Council",62697.01,46517.71,2023-04-15,2024-07-03,Pending
GR-O819607-RO0,"Open-architected empowering policy","Robinson, Soto and Thompson Foundation",71641.47,47341.29,2022-05-30,2024-09-04,Approved
GR-O822155-FO7,"Object-based bifurcated core","Fowler Inc Endowment",45195.47,33781.34,2022-12-07,2024-11-30,Denied
GR-O822943-RO2,"Open-architected 24/7 challenge","Rodriguez, Castillo and Fisher Federation",46977.08,25089.23,2023-04-02,2025-02-20,Approved
GR-O833359-SM2,"Organized bottom-line hub","Smith-Bell Council",73386.91,40184.85,2022-06-22,2024-05-29,Approved
GR-O838693-TO5,"Object-based dedicated hierarchy","Townsend PLC Council",20784.55,14019.01,2022-08-05,2024-10-07,Denied
GR-O838988-LA4,"Optimized even-keeled collaboration","Lane Inc Federation",26668.91,22477.99,2022-07-04,2024-08-10,Denied
GR-O842220-BA5,"Optimized systematic core","Barton, Rivera and Gallagher Fund",68594.06,41515.32,2023-05-25,2024-07-16,Approved
GR-O869598-ZA9,"Open-architected encompassing concept","Zamora-Lyons Institute",41665.80,26705.22,2022-03-29,2024-05-02,Pending
GR-O881706-LE3,"Object-based full-range encoding","Levine, Pratt and Williams Trust",19820.09,16016.47,2022-11-23,2024-09-19,Pending
GR-O884981-PA6,"Optimized dynamic monitoring","Parker-Thompson Trust",46415.67,40501.10,2024-03-26,2024-11-08,Approved
GR-O899321-PA5,"Operative heuristic archive","Padilla-Frost Trust",29398.56,15225.01,2023-11-05,2024-11-19,Pending
GR-O904047-DE5,"Organized motivating methodology","Delgado-Floyd Endowment",59963.00,44974.83,2023-02-05,2025-02-25,Denied
GR-O906516-WA9,"Open-architected analyzing utilization","Walton LLC Trust",60363.25,47924.07,2023-05-09,2024-07-17,Denied
GR-O913483-JO3,"Optional human-resource migration","Jones Ltd Council",16343.86,14643.27,2022-11-03,2024-10-31,Denied
GR-O917847-MO3,"Open-architected non-volatile database","Morris-Bryant Fund",74837.05,42620.40,2022-12-23,2025-02-21,Denied
GR-O919268-GO7,"Operative impactful definition","Gonzalez-Nguyen Trust",79412.77,65677.71,2022-07-27,2025-03-04,Approved
GR-O922014-WI2,"Organic systemic pricing structure","Williams, Pham and Mckinney Fund",74139.11,59745.38,2022-06-02,2024-07-01,Denied
GR-O926776-OR2,"Open-architected demand-driven hierarchy","Ortiz-Burton Endowment",14960.97,11032.62,2024-02-12,2024-11-16,Denied
GR-O926822-HA8,"Organic bifurcated neural-net","Hall PLC Institute",24068.12,13886.65,2022-10-28,2024-08-21,Denied
GR-O932986-SA9,"Open-source explicit implementation","Salazar-Walker Foundation",55312.73,37281.03,2023-10-29,2024-10-20,Pending
GR-O951505-CA4,"Optional secondary orchestration","Cantu PLC Council",43665.91,29363.64,2022-05-24,2024-07-19,Pending
GR-O952920-WI6,"Operative upward-trending framework","Wilson, Hernandez and Sanchez Institute",62555.77,49368.99,2022-10-06,2024-07-08,Denied
GR-O954099-TO4,"Organic foreground concept","Torres Inc Endowment",73226.37,37620.89,2023-12-24,2024-05-11,Approved
GR-O956371-MI6,"Organic leadingedge standardization","Miranda-Morris Endowment",38501.07,24765.57,2022-05-26,2024-07-01,Approved
GR-O956855-CA3,"Organic zero-defect algorithm","Carter Inc Council",59535.15,30084.02,2022-10-13,2024-05-28,Approved
GR-O956860-DE0,"Open-architected static contingency","Deleon, Nelson and Glenn Foundation",62290.72,50653.07,2022-06-30,2024-09-10,Pending
GR-P102869-CR3,"Profit-focused 3rdgeneration circuit","Craig-Erickson Institute",25125.84,13275.84,2024-02-03,2024-10-15,Denied
